ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-L+StopWordRemoval,TASK1,ENGLISHSYSSUM1.TXT,0.52803,0.17191,0.25938,4
ROUGE-L+StopWordRemoval,TASK1,ENGLISHSYSSUM2.TXT,0.42123,0.21759,0.28695,4
ROUGE-L+StopWordRemoval,TASK1,ENGLISHSYSSUM3.TXT,0.39968,0.21949,0.28336,4
ROUGE-L+StopWordRemoval,TASK1,ENGLISHSYSSUM4.TXT,0.39780,0.21850,0.28207,4

ROUGE-1+StopWordRemoval,TASK1,ENGLISHSYSSUM1.TXT,0.74006,0.19378,0.30714,4
ROUGE-1+StopWordRemoval,TASK1,ENGLISHSYSSUM2.TXT,0.60553,0.30000,0.40122,4
ROUGE-1+StopWordRemoval,TASK1,ENGLISHSYSSUM3.TXT,0.58675,0.32944,0.42197,4
ROUGE-1+StopWordRemoval,TASK1,ENGLISHSYSSUM4.TXT,0.58675,0.32944,0.42197,4

ROUGE-2+StopWordRemoval,TASK1,ENGLISHSYSSUM1.TXT,0.34344,0.09661,0.15080,4
ROUGE-2+StopWordRemoval,TASK1,ENGLISHSYSSUM2.TXT,0.19884,0.11074,0.14225,4
ROUGE-2+StopWordRemoval,TASK1,ENGLISHSYSSUM3.TXT,0.18077,0.11421,0.13998,4
ROUGE-2+StopWordRemoval,TASK1,ENGLISHSYSSUM4.TXT,0.18077,0.11002,0.13679,4

ROUGE-SU4+StopWordRemoval,TASK1,ENGLISHSYSSUM1.TXT,0.37940,0.11590,0.17756,4
ROUGE-SU4+StopWordRemoval,TASK1,ENGLISHSYSSUM2.TXT,0.25316,0.15929,0.19554,4
ROUGE-SU4+StopWordRemoval,TASK1,ENGLISHSYSSUM3.TXT,0.24016,0.17126,0.19994,4
ROUGE-SU4+StopWordRemoval,TASK1,ENGLISHSYSSUM4.TXT,0.24218,0.16182,0.19401,4

