ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-L+StopWordRemoval,TASK1,ENGLISHSYSSUM2.TXT,0.36902,0.32759,0.34707,2
ROUGE-L+StopWordRemoval,TASK1,ENGLISHSYSSUM3.TXT,0.36038,0.34937,0.35479,2
ROUGE-L+StopWordRemoval,TASK1,ENGLISHSYSSUM1.TXT,0.45980,0.29832,0.36186,2
ROUGE-L+StopWordRemoval,TASK1,ENGLISHSYSSUM4.TXT,0.36036,0.34937,0.35478,2

ROUGE-1+StopWordRemoval,TASK1,ENGLISHSYSSUM2.TXT,0.50394,0.41781,0.45685,2
ROUGE-1+StopWordRemoval,TASK1,ENGLISHSYSSUM3.TXT,0.47807,0.45814,0.46790,2
ROUGE-1+StopWordRemoval,TASK1,ENGLISHSYSSUM1.TXT,0.60325,0.32301,0.42074,2
ROUGE-1+StopWordRemoval,TASK1,ENGLISHSYSSUM4.TXT,0.47807,0.45814,0.46790,2

ROUGE-2+StopWordRemoval,TASK1,ENGLISHSYSSUM2.TXT,0.11459,0.09492,0.10384,2
ROUGE-2+StopWordRemoval,TASK1,ENGLISHSYSSUM3.TXT,0.10931,0.10459,0.10690,2
ROUGE-2+StopWordRemoval,TASK1,ENGLISHSYSSUM1.TXT,0.18918,0.09686,0.12812,2
ROUGE-2+StopWordRemoval,TASK1,ENGLISHSYSSUM4.TXT,0.11062,0.10122,0.10571,2

ROUGE-SU4+StopWordRemoval,TASK1,ENGLISHSYSSUM2.TXT,0.20438,0.16832,0.18461,2
ROUGE-SU4+StopWordRemoval,TASK1,ENGLISHSYSSUM3.TXT,0.19085,0.18158,0.18610,2
ROUGE-SU4+StopWordRemoval,TASK1,ENGLISHSYSSUM1.TXT,0.28622,0.14059,0.18856,2
ROUGE-SU4+StopWordRemoval,TASK1,ENGLISHSYSSUM4.TXT,0.19538,0.17143,0.18262,2

