ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-L+StopWordRemoval,TASK1,ENGLISHSYSSUM3.TXT,0.45218,0.39388,0.42102,2
ROUGE-L+StopWordRemoval,TASK1,ENGLISHSYSSUM2.TXT,0.47556,0.34760,0.40164,2
ROUGE-L+StopWordRemoval,TASK1,ENGLISHSYSSUM1.TXT,0.56376,0.31794,0.40658,2
ROUGE-L+StopWordRemoval,TASK1,ENGLISHSYSSUM4.TXT,0.44989,0.39184,0.41886,2

ROUGE-1+StopWordRemoval,TASK1,ENGLISHSYSSUM3.TXT,0.49993,0.48681,0.49328,2
ROUGE-1+StopWordRemoval,TASK1,ENGLISHSYSSUM2.TXT,0.55148,0.43160,0.48423,2
ROUGE-1+StopWordRemoval,TASK1,ENGLISHSYSSUM1.TXT,0.66321,0.37052,0.47543,2
ROUGE-1+StopWordRemoval,TASK1,ENGLISHSYSSUM4.TXT,0.49993,0.48681,0.49328,2

ROUGE-2+StopWordRemoval,TASK1,ENGLISHSYSSUM3.TXT,0.20661,0.20380,0.20520,2
ROUGE-2+StopWordRemoval,TASK1,ENGLISHSYSSUM2.TXT,0.21782,0.17363,0.19323,2
ROUGE-2+StopWordRemoval,TASK1,ENGLISHSYSSUM1.TXT,0.27354,0.14680,0.19106,2
ROUGE-2+StopWordRemoval,TASK1,ENGLISHSYSSUM4.TXT,0.20661,0.19430,0.20027,2

ROUGE-SU4+StopWordRemoval,TASK1,ENGLISHSYSSUM3.TXT,0.25503,0.25124,0.25312,2
ROUGE-SU4+StopWordRemoval,TASK1,ENGLISHSYSSUM2.TXT,0.27702,0.22077,0.24572,2
ROUGE-SU4+StopWordRemoval,TASK1,ENGLISHSYSSUM1.TXT,0.34428,0.17646,0.23333,2
ROUGE-SU4+StopWordRemoval,TASK1,ENGLISHSYSSUM4.TXT,0.25947,0.23239,0.24519,2

